ResourceTypeAcronym,AttributeName,InstanceName,AggregationStatisticCV,IntervalTimeUnitCV,UnitNameCV,YearType,YearMonth,TimeSeriesValueID,CountDays,CalenderYear,CumulativeMonthly
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1967,148342,1,1966-10-01,369.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1967,148343,1,1966-11-01,286.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1967,148344,1,1966-12-01,236.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1967,148345,1,1967-01-01,223.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1967,148346,1,1967-02-01,300.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1967,148347,1,1967-03-01,414.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1967,148348,1,1967-04-01,360.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1967,148349,1,1967-05-01,554.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1967,148350,1,1967-06-01,493.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1967,148351,1,1967-07-01,317.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1967,148352,1,1967-08-01,382.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1967,148353,1,1967-09-01,282.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1968,148354,1,1967-10-01,421.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1968,148355,1,1967-11-01,400.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1968,148356,1,1967-12-01,236.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1968,148357,1,1968-01-01,189.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1968,148358,1,1968-02-01,207.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1968,148359,1,1968-03-01,295.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1968,148360,1,1968-04-01,143.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1968,148361,1,1968-05-01,417.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1968,148362,1,1968-06-01,547.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1968,148363,1,1968-07-01,468.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1968,148364,1,1968-08-01,456.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1968,148365,1,1968-09-01,403.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1969,148366,1,1968-10-01,417.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1969,148367,1,1968-11-01,460.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1969,148368,1,1968-12-01,366.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1969,148369,1,1969-01-01,445.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1969,148370,1,1969-02-01,332.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1969,148371,1,1969-03-01,502.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1969,148372,1,1969-04-01,563.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1969,148373,1,1969-05-01,456.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1969,148374,1,1969-06-01,407.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1969,148375,1,1969-07-01,465.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1969,148376,1,1969-08-01,290.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1969,148377,1,1969-09-01,261.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1970,148378,1,1969-10-01,272.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1970,148379,1,1969-11-01,235.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1970,148380,1,1969-12-01,256.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1970,148381,1,1970-01-01,218.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1970,148382,1,1970-02-01,252.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1970,148383,1,1970-03-01,362.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1970,148384,1,1970-04-01,342.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1970,148385,1,1970-05-01,369.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1970,148386,1,1970-06-01,391.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1970,148387,1,1970-07-01,293.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1970,148388,1,1970-08-01,227.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1970,148389,1,1970-09-01,196.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1971,148390,1,1970-10-01,280.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1971,148391,1,1970-11-01,240.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1971,148392,1,1970-12-01,160.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1971,148393,1,1971-01-01,110.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1971,148394,1,1971-02-01,190.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1971,148395,1,1971-03-01,210.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1971,148396,1,1971-04-01,200.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1971,148397,1,1971-05-01,1770.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1971,148398,1,1971-06-01,31140.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1971,148399,1,1971-07-01,4220.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1971,148400,1,1971-08-01,660.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1971,148401,1,1971-09-01,730.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1972,148402,1,1971-10-01,639.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1972,148403,1,1971-11-01,460.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1972,148404,1,1971-12-01,340.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1972,148405,1,1972-01-01,323.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1972,148406,1,1972-02-01,253.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1972,148407,1,1972-03-01,556.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1972,148408,1,1972-04-01,278.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1972,148409,1,1972-05-01,732.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1972,148410,1,1972-06-01,1020.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1972,148411,1,1972-07-01,929.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1972,148412,1,1972-08-01,795.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1972,148413,1,1972-09-01,529.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1973,148414,1,1972-10-01,531.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1973,148415,1,1972-11-01,434.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1973,148416,1,1972-12-01,231.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1973,148417,1,1973-01-01,141.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1973,148418,1,1973-02-01,126.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1973,148419,1,1973-03-01,218.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1973,148420,1,1973-04-01,314.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1973,148421,1,1973-05-01,659.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1973,148422,1,1973-06-01,887.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1973,148423,1,1973-07-01,600.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1973,148424,1,1973-08-01,447.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1973,148425,1,1973-09-01,611.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1974,148426,1,1973-10-01,537.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1974,148427,1,1973-11-01,471.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1974,148428,1,1973-12-01,388.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1974,148429,1,1974-01-01,219.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1974,148430,1,1974-02-01,227.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1974,148431,1,1974-03-01,638.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1974,148432,1,1974-04-01,509.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1974,148433,1,1974-05-01,734.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1974,148434,1,1974-06-01,829.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1974,148435,1,1974-07-01,579.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1974,148436,1,1974-08-01,354.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1974,148437,1,1974-09-01,297.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1975,148438,1,1974-10-01,608.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1975,148439,1,1974-11-01,483.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1975,148440,1,1974-12-01,361.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1975,148441,1,1975-01-01,272.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1975,148442,1,1975-02-01,232.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1975,148443,1,1975-03-01,460.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1975,148444,1,1975-04-01,362.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1975,148445,1,1975-05-01,380.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1975,148446,1,1975-06-01,554.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1975,148447,1,1975-07-01,510.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1975,148448,1,1975-08-01,415.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1975,148449,1,1975-09-01,375.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1976,148450,1,1975-10-01,407.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1976,148451,1,1975-11-01,500.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1976,148452,1,1975-12-01,506.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1976,148453,1,1976-01-01,449.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1976,148454,1,1976-02-01,310.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1976,148455,1,1976-03-01,570.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1976,148456,1,1976-04-01,752.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1976,148457,1,1976-05-01,689.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1976,148458,1,1976-06-01,795.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1976,148459,1,1976-07-01,734.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1976,148460,1,1976-08-01,595.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1976,148461,1,1976-09-01,674.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1977,148462,1,1976-10-01,444.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1977,148463,1,1976-11-01,380.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1977,148464,1,1976-12-01,337.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1977,148465,1,1977-01-01,336.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1977,148466,1,1977-02-01,328.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1977,148467,1,1977-03-01,416.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1977,148468,1,1977-04-01,204.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1977,148469,1,1977-05-01,168.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1977,148470,1,1977-06-01,62.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1977,148471,1,1977-07-01,6.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1977,148472,1,1977-08-01,135.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1977,148473,1,1977-09-01,333.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,10/1978,148474,1,1977-10-01,404.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,11/1978,148475,1,1977-11-01,498.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,12/1978,148476,1,1977-12-01,549.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,01/1978,148477,1,1978-01-01,417.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,02/1978,148478,1,1978-02-01,379.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,03/1978,148479,1,1978-03-01,385.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,04/1978,148480,1,1978-04-01,403.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,05/1978,148481,1,1978-05-01,629.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,06/1978,148482,1,1978-06-01,807.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,07/1978,148483,1,1978-07-01,371.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,08/1978,148484,1,1978-08-01,32.0
UDWRFlowData,Delivered volume per month,10046500.MONBEAR RIVER BL STEWART DAM NR MONTPELIER IDAHO,Cumulative,month,acre foot,WaterYear,09/1978,148485,1,1978-09-01,21.0
