ResourceTypeAcronym,AttributeName,InstanceName,AggregationStatisticCV,IntervalTimeUnitCV,UnitNameCV,YearType,YearMonth,TimeSeriesValueID,CountDays,CalenderYear,CumulativeMonthly
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1972,48709,30,1972-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1972,48740,31,1972-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1972,48770,30,1972-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1972,48801,31,1972-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1973,48832,31,1973-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1973,48860,28,1973-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1973,48891,31,1973-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1973,48921,30,1973-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1973,48952,31,1973-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1973,48982,30,1973-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1973,49013,31,1973-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1973,49044,31,1973-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1973,49074,30,1973-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1973,49105,31,1973-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1973,49135,30,1973-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1973,49166,31,1973-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1974,49197,31,1974-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1974,49225,28,1974-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1974,49256,31,1974-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1974,49286,30,1974-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1974,49317,31,1974-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1974,49347,30,1974-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1974,49378,31,1974-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1974,49409,31,1974-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1974,49439,30,1974-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1974,49470,31,1974-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1974,49500,30,1974-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1974,49531,31,1974-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1975,49562,31,1975-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1975,49590,28,1975-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1975,49621,31,1975-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1975,49651,30,1975-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1975,49682,31,1975-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1975,49712,30,1975-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1975,49743,31,1975-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1975,49774,31,1975-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1975,49804,30,1975-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1975,49835,31,1975-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1975,49865,30,1975-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1975,49896,31,1975-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1976,49927,31,1976-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1976,49956,29,1976-02-29,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1976,49987,31,1976-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1976,50017,30,1976-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1976,50048,31,1976-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1976,50078,30,1976-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1976,50109,31,1976-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1976,50140,31,1976-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1976,50170,30,1976-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1976,50201,31,1976-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1976,50231,30,1976-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1976,50262,31,1976-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1977,50293,31,1977-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1977,50321,28,1977-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1977,50352,31,1977-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1977,50382,30,1977-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1977,50413,31,1977-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1977,50443,30,1977-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1977,50474,31,1977-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1977,50505,31,1977-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1977,50535,30,1977-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1977,50566,31,1977-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1977,50596,30,1977-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1977,50627,31,1977-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1978,50658,31,1978-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1978,50686,28,1978-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1978,50717,31,1978-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1978,50747,30,1978-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1978,50778,31,1978-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1978,50808,30,1978-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1978,50839,31,1978-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1978,50870,31,1978-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1978,50900,30,1978-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1978,50931,31,1978-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1978,50961,30,1978-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1978,50992,31,1978-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1979,51023,31,1979-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1979,51051,28,1979-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1979,51082,31,1979-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1979,51112,30,1979-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1979,51143,31,1979-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1979,51173,30,1979-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1979,51204,31,1979-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1979,51235,31,1979-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1979,51265,30,1979-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1979,51296,31,1979-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1979,51326,30,1979-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1979,51357,31,1979-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1980,51388,31,1980-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1980,51417,29,1980-02-29,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1980,51448,31,1980-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1980,51478,30,1980-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1980,51509,31,1980-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1980,51539,30,1980-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1980,51570,31,1980-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1980,51601,31,1980-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1980,51631,30,1980-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1980,51662,31,1980-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1980,51692,30,1980-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1980,51723,31,1980-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1981,51754,31,1981-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1981,51782,28,1981-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1981,51813,31,1981-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1981,51843,30,1981-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1981,51874,31,1981-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1981,51904,30,1981-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1981,51935,31,1981-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1981,51966,31,1981-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1981,51996,30,1981-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1981,52027,31,1981-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1981,52057,30,1981-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1981,52088,31,1981-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1982,52119,31,1982-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1982,52147,28,1982-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1982,52178,31,1982-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1982,52208,30,1982-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1982,52239,31,1982-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1982,52269,30,1982-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1982,52300,31,1982-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1982,52331,31,1982-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1982,52361,30,1982-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1982,52392,31,1982-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1982,52422,30,1982-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1982,52453,31,1982-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1983,52484,31,1983-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1983,52512,28,1983-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1983,52543,31,1983-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1983,52573,30,1983-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1983,52604,31,1983-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1983,52634,30,1983-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1983,52665,31,1983-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1983,52696,31,1983-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1983,52726,30,1983-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1983,52757,31,1983-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1983,52787,30,1983-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1983,52818,31,1983-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1984,52849,31,1984-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1984,52878,29,1984-02-29,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1984,52909,31,1984-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1984,52939,30,1984-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1984,52970,31,1984-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1984,53000,30,1984-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1984,53031,31,1984-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1984,53062,31,1984-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1984,53092,30,1984-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1984,53123,31,1984-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1984,53153,30,1984-11-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,12/1984,53184,31,1984-12-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,01/1985,53215,31,1985-01-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,02/1985,53243,28,1985-02-28,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,03/1985,53274,31,1985-03-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,04/1985,53304,30,1985-04-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,05/1985,53335,31,1985-05-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,06/1985,53365,30,1985-06-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,07/1985,53396,31,1985-07-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,08/1985,53427,31,1985-08-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,09/1985,53457,30,1985-09-30,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,10/1985,53488,31,1985-10-31,
CUAHSI,"Discharge, cubic feet per second","BEAR RIVER BL STEWART DAM NR MONTPELIER, ID",Average,day,ft3/s,CalendarYear,11/1985,53518,30,1985-11-30,
